mobile_number,churn_probability,risk_level,advice
7002330087,0.9999956250190735,🔴 Critical,Imminent churn — immediate intervention required.
7001529089,0.9999956250190735,🔴 Critical,Imminent churn — immediate intervention required.
7002053143,0.9999955654144287,🔴 Critical,Imminent churn — immediate intervention required.
7002130199,0.9999955654144287,🔴 Critical,Imminent churn — immediate intervention required.
7001998795,0.9999955058097839,🔴 Critical,Imminent churn — immediate intervention required.
7001116311,0.9999953866004944,🔴 Critical,Imminent churn — immediate intervention required.
7001207112,0.9999951481819153,🔴 Critical,Imminent churn — immediate intervention required.
7002028066,0.9999943137168884,🔴 Critical,Imminent churn — immediate intervention required.
7000123405,0.9999942541122436,🔴 Critical,Imminent churn — immediate intervention required.
7000325665,0.9999942541122436,🔴 Critical,Imminent churn — immediate intervention required.
7001499519,0.9999942541122436,🔴 Critical,Imminent churn — immediate intervention required.
7001593623,0.9999942541122436,🔴 Critical,Imminent churn — immediate intervention required.
7001783927,0.9999942541122436,🔴 Critical,Imminent churn — immediate intervention required.
7001312422,0.9999942541122436,🔴 Critical,Imminent churn — immediate intervention required.
7001991013,0.9999942541122436,🔴 Critical,Imminent churn — immediate intervention required.
7001297152,0.9999942541122436,🔴 Critical,Imminent churn — immediate intervention required.
7002335566,0.9999941945075989,🔴 Critical,Imminent churn — immediate intervention required.
7001369636,0.9999941945075989,🔴 Critical,Imminent churn — immediate intervention required.
7001025079,0.9999941945075989,🔴 Critical,Imminent churn — immediate intervention required.
7001768565,0.9999941945075989,🔴 Critical,Imminent churn — immediate intervention required.
7000345044,0.9999941945075989,🔴 Critical,Imminent churn — immediate intervention required.
7001411341,0.9999941945075989,🔴 Critical,Imminent churn — immediate intervention required.
7001900259,0.9999940752983093,🔴 Critical,Imminent churn — immediate intervention required.
7001674395,0.9999940752983093,🔴 Critical,Imminent churn — immediate intervention required.
7001197698,0.9999940752983093,🔴 Critical,Imminent churn — immediate intervention required.
7001578148,0.9999940752983093,🔴 Critical,Imminent churn — immediate intervention required.
7001486453,0.9999940752983093,🔴 Critical,Imminent churn — immediate intervention required.
7001681590,0.9999940156936645,🔴 Critical,Imminent churn — immediate intervention required.
7000826946,0.9999940156936645,🔴 Critical,Imminent churn — immediate intervention required.
7001769491,0.9999940156936645,🔴 Critical,Imminent churn — immediate intervention required.
7001696659,0.9999940156936645,🔴 Critical,Imminent churn — immediate intervention required.
7001067062,0.9999940156936645,🔴 Critical,Imminent churn — immediate intervention required.
7002311494,0.9999940156936645,🔴 Critical,Imminent churn — immediate intervention required.
7001208534,0.9999939560890198,🔴 Critical,Imminent churn — immediate intervention required.
7000821354,0.9999938368797302,🔴 Critical,Imminent churn — immediate intervention required.
7000826182,0.9999938368797302,🔴 Critical,Imminent churn — immediate intervention required.
7001817416,0.9999937772750854,🔴 Critical,Imminent churn — immediate intervention required.
7000277897,0.9999937176704407,🔴 Critical,Imminent churn — immediate intervention required.
7001446496,0.9999935388565063,🔴 Critical,Imminent churn — immediate intervention required.
7000933366,0.9999934196472168,🔴 Critical,Imminent churn — immediate intervention required.
7001441934,0.9999934196472168,🔴 Critical,Imminent churn — immediate intervention required.
7001340276,0.9999931812286377,🔴 Critical,Imminent churn — immediate intervention required.
7002054531,0.999992823600769,🔴 Critical,Imminent churn — immediate intervention required.
7001536516,0.9999927043914795,🔴 Critical,Imminent churn — immediate intervention required.
7000715430,0.9999926447868347,🔴 Critical,Imminent churn — immediate intervention required.
7000785858,0.9999924659729004,🔴 Critical,Imminent churn — immediate intervention required.
7002341732,0.999991512298584,🔴 Critical,Imminent churn — immediate intervention required.
7002019887,0.9999176057653101,🔴 Critical,Imminent churn — immediate intervention required.
7001750087,0.9999162348584802,🔴 Critical,Imminent churn — immediate intervention required.
7001367389,0.999905147995188,🔴 Critical,Imminent churn — immediate intervention required.
7001936249,0.9998843333539724,🔴 Critical,Imminent churn — immediate intervention required.
7001456649,0.9998827836332083,🔴 Critical,Imminent churn — immediate intervention required.
7000125288,0.9998825452146292,🔴 Critical,Imminent churn — immediate intervention required.
7002047456,0.9998814127263784,🔴 Critical,Imminent churn — immediate intervention required.
7001412658,0.9998521222047143,🔴 Critical,Imminent churn — immediate intervention required.
7001522709,0.9998515857629113,🔴 Critical,Imminent churn — immediate intervention required.
7001588126,0.9998515857629113,🔴 Critical,Imminent churn — immediate intervention required.
7001417634,0.9998505128793054,🔴 Critical,Imminent churn — immediate intervention required.
7001880087,0.9998504532746606,🔴 Critical,Imminent churn — immediate intervention required.
7001247660,0.999850334065371,🔴 Critical,Imminent churn — immediate intervention required.
7001753517,0.9998502744607263,🔴 Critical,Imminent churn — immediate intervention required.
7001348373,0.9998502744607263,🔴 Critical,Imminent churn — immediate intervention required.
7001919457,0.9998500360421472,🔴 Critical,Imminent churn — immediate intervention required.
7002315704,0.9998489631585412,🔴 Critical,Imminent churn — immediate intervention required.
7001846449,0.9998487843446069,🔴 Critical,Imminent churn — immediate intervention required.
7002007009,0.9997928228522046,🔴 Critical,Imminent churn — immediate intervention required.
7000975291,0.9997927632475598,🔴 Critical,Imminent churn — immediate intervention required.
7001460334,0.9997927632475598,🔴 Critical,Imminent churn — immediate intervention required.
7002278154,0.9997922470046781,🔴 Critical,Imminent churn — immediate intervention required.
7001539240,0.9997912135267957,🔴 Critical,Imminent churn — immediate intervention required.
7001342404,0.9997910943175061,🔴 Critical,Imminent churn — immediate intervention required.
7000250114,0.9997910943175061,🔴 Critical,Imminent churn — immediate intervention required.
7000413621,0.9997906770849927,🔴 Critical,Imminent churn — immediate intervention required.
7001878673,0.9997902002478345,🔴 Critical,Imminent churn — immediate intervention required.
7002024319,0.9997901406431897,🔴 Critical,Imminent churn — immediate intervention required.
7001161745,0.9997884121084912,🔴 Critical,Imminent churn — immediate intervention required.
7000726549,0.9997883525038465,🔴 Critical,Imminent churn — immediate intervention required.
7001073589,0.9997575920649842,🔴 Critical,Imminent churn — immediate intervention required.
7002028021,0.9997398558871122,🔴 Critical,Imminent churn — immediate intervention required.
7002266639,0.99973904240027,🔴 Critical,Imminent churn — immediate intervention required.
7000934656,0.9997382465617033,🔴 Critical,Imminent churn — immediate intervention required.
7001565612,0.9997381273524137,🔴 Critical,Imminent churn — immediate intervention required.
7000986155,0.9997377697245451,🔴 Critical,Imminent churn — immediate intervention required.
7000502053,0.9997092007618323,🔴 Critical,Imminent churn — immediate intervention required.
7000661979,0.999701034526134,🔴 Critical,Imminent churn — immediate intervention required.
7002048523,0.999679266210602,🔴 Critical,Imminent churn — immediate intervention required.
7000993177,0.9996784317455751,🔴 Critical,Imminent churn — immediate intervention required.
7001784959,0.9996696875158076,🔴 Critical,Imminent churn — immediate intervention required.
7001628637,0.999668608612067,🔴 Critical,Imminent churn — immediate intervention required.
7001299700,0.9996685490074222,🔴 Critical,Imminent churn — immediate intervention required.
7001765824,0.9996510757810304,🔴 Critical,Imminent churn — immediate intervention required.
7001527807,0.9996500706424687,🔴 Critical,Imminent churn — immediate intervention required.
7001232551,0.9996500706424687,🔴 Critical,Imminent churn — immediate intervention required.
7002259894,0.9996499514331791,🔴 Critical,Imminent churn — immediate intervention required.
7002354292,0.9996499514331791,🔴 Critical,Imminent churn — immediate intervention required.
7002143509,0.9996499514331791,🔴 Critical,Imminent churn — immediate intervention required.
7002024827,0.9996499514331791,🔴 Critical,Imminent churn — immediate intervention required.
7001417485,0.9996499514331791,🔴 Critical,Imminent churn — immediate intervention required.
7001327467,0.9996499514331791,🔴 Critical,Imminent churn — immediate intervention required.
7002255312,0.9996499514331791,🔴 Critical,Imminent churn — immediate intervention required.
7001322849,0.9996498918285344,🔴 Critical,Imminent churn — immediate intervention required.
7001909955,0.9996498322238896,🔴 Critical,Imminent churn — immediate intervention required.
7002137442,0.9996497726192448,🔴 Critical,Imminent churn — immediate intervention required.
7000252520,0.9996497726192448,🔴 Critical,Imminent churn — immediate intervention required.
7000353419,0.9996497726192448,🔴 Critical,Imminent churn — immediate intervention required.
7000730495,0.9996496534099553,🔴 Critical,Imminent churn — immediate intervention required.
7001527417,0.9996495938053105,🔴 Critical,Imminent churn — immediate intervention required.
7001926874,0.9996495342006657,🔴 Critical,Imminent churn — immediate intervention required.
7001834787,0.9996492008285558,🔴 Critical,Imminent churn — immediate intervention required.
7002168608,0.9996490220146215,🔴 Critical,Imminent churn — immediate intervention required.
7001925795,0.9996482825031254,🔴 Critical,Imminent churn — immediate intervention required.
7001113178,0.9996482825031254,🔴 Critical,Imminent churn — immediate intervention required.
7000676067,0.9996482228984807,🔴 Critical,Imminent churn — immediate intervention required.
7000947898,0.9996482228984807,🔴 Critical,Imminent churn — immediate intervention required.
7002135224,0.9996481036891911,🔴 Critical,Imminent churn — immediate intervention required.
7001016340,0.9996481036891911,🔴 Critical,Imminent churn — immediate intervention required.
7001412820,0.9996481036891911,🔴 Critical,Imminent churn — immediate intervention required.
7001633604,0.9996481036891911,🔴 Critical,Imminent churn — immediate intervention required.
7001561732,0.9996481036891911,🔴 Critical,Imminent churn — immediate intervention required.
7000580960,0.9996481036891911,🔴 Critical,Imminent churn — immediate intervention required.
7000830389,0.9996480440845463,🔴 Critical,Imminent churn — immediate intervention required.
7000877065,0.9996480440845463,🔴 Critical,Imminent churn — immediate intervention required.
7001522696,0.9996480440845463,🔴 Critical,Imminent churn — immediate intervention required.
7002316947,0.9996480440845463,🔴 Critical,Imminent churn — immediate intervention required.
7002356589,0.9996474480380986,🔴 Critical,Imminent churn — immediate intervention required.
7001555094,0.9996474480380986,🔴 Critical,Imminent churn — immediate intervention required.
7001368512,0.9996473530845678,🔴 Critical,Imminent churn — immediate intervention required.
7000713323,0.9996471742706334,🔴 Critical,Imminent churn — immediate intervention required.
7001204238,0.9996470308055851,🔴 Critical,Imminent churn — immediate intervention required.
7001486911,0.9996469712009404,🔴 Critical,Imminent churn — immediate intervention required.
7002363579,0.9996468519916508,🔴 Critical,Imminent churn — immediate intervention required.
7002257357,0.9996466731777165,🔴 Critical,Imminent churn — immediate intervention required.
7001821050,0.9996464347591374,🔴 Critical,Imminent churn — immediate intervention required.
7000794429,0.9996454214801762,🔴 Critical,Imminent churn — immediate intervention required.
7000544026,0.9995818495750427,🔴 Critical,Imminent churn — immediate intervention required.
7002220919,0.9995795845985412,🔴 Critical,Imminent churn — immediate intervention required.
7002323802,0.9995775580406189,🔴 Critical,Imminent churn — immediate intervention required.
7001752097,0.9995775580406189,🔴 Critical,Imminent churn — immediate intervention required.
7001116535,0.9995775580406189,🔴 Critical,Imminent churn — immediate intervention required.
7001367644,0.9995775580406189,🔴 Critical,Imminent churn — immediate intervention required.
7000671139,0.9995764255523681,🔴 Critical,Imminent churn — immediate intervention required.
7000331972,0.9995764255523681,🔴 Critical,Imminent churn — immediate intervention required.
7001178948,0.9995764255523681,🔴 Critical,Imminent churn — immediate intervention required.
7000418879,0.9995764255523681,🔴 Critical,Imminent churn — immediate intervention required.
7000530114,0.9995764255523681,🔴 Critical,Imminent churn — immediate intervention required.
7000986646,0.9995764255523681,🔴 Critical,Imminent churn — immediate intervention required.
7000324930,0.9995764255523681,🔴 Critical,Imminent churn — immediate intervention required.
7000508305,0.9995710015296936,🔴 Critical,Imminent churn — immediate intervention required.
7000285556,0.9995710015296936,🔴 Critical,Imminent churn — immediate intervention required.
7002382176,0.9995657563209533,🔴 Critical,Imminent churn — immediate intervention required.
7000815025,0.9995657563209533,🔴 Critical,Imminent churn — immediate intervention required.
7001028054,0.9995593552000042,🔴 Critical,Imminent churn — immediate intervention required.
7001738261,0.999558878362846,🔴 Critical,Imminent churn — immediate intervention required.
7001577084,0.9995566964149475,🔴 Critical,Imminent churn — immediate intervention required.
7001767667,0.9995560769445415,🔴 Critical,Imminent churn — immediate intervention required.
7000852389,0.999555957735252,🔴 Critical,Imminent churn — immediate intervention required.
7001946805,0.999551510810852,🔴 Critical,Imminent churn — immediate intervention required.
7000681868,0.999551510810852,🔴 Critical,Imminent churn — immediate intervention required.
7001070162,0.999551510810852,🔴 Critical,Imminent churn — immediate intervention required.
7002165175,0.999551510810852,🔴 Critical,Imminent churn — immediate intervention required.
7001771443,0.9995494246482849,🔴 Critical,Imminent churn — immediate intervention required.
7001134213,0.999544358253479,🔴 Critical,Imminent churn — immediate intervention required.
7000602957,0.9995439176315862,🔴 Critical,Imminent churn — immediate intervention required.
7001728533,0.9995408181900579,🔴 Critical,Imminent churn — immediate intervention required.
7000941670,0.9995386001634332,🔴 Critical,Imminent churn — immediate intervention required.
7000923561,0.9995384213494989,🔴 Critical,Imminent churn — immediate intervention required.
7000822580,0.9995365140008661,🔴 Critical,Imminent churn — immediate intervention required.
7001072250,0.9995356199311944,🔴 Critical,Imminent churn — immediate intervention required.
7001211635,0.9995131850242615,🔴 Critical,Imminent churn — immediate intervention required.
7001737860,0.9995131850242615,🔴 Critical,Imminent churn — immediate intervention required.
7000296203,0.9995131850242615,🔴 Critical,Imminent churn — immediate intervention required.
7001738789,0.9995131850242615,🔴 Critical,Imminent churn — immediate intervention required.
7002258582,0.999506210200241,🔴 Critical,Imminent churn — immediate intervention required.
7000873884,0.9995059121770171,🔴 Critical,Imminent churn — immediate intervention required.
7001504841,0.9995045412701873,🔴 Critical,Imminent churn — immediate intervention required.
7001292336,0.9995044816655425,🔴 Critical,Imminent churn — immediate intervention required.
7001912013,0.9995033491772917,🔴 Critical,Imminent churn — immediate intervention required.
7000971707,0.999468112122436,🔴 Critical,Imminent churn — immediate intervention required.
7001647737,0.9994622415264547,🔴 Critical,Imminent churn — immediate intervention required.
7001002088,0.9994621819218099,🔴 Critical,Imminent churn — immediate intervention required.
7002057490,0.9994621819218099,🔴 Critical,Imminent churn — immediate intervention required.
7000982464,0.9994621223171651,🔴 Critical,Imminent churn — immediate intervention required.
7001303999,0.9994620627125204,🔴 Critical,Imminent churn — immediate intervention required.
7001697150,0.999460572596401,🔴 Critical,Imminent churn — immediate intervention required.
7001495078,0.9994605129917562,🔴 Critical,Imminent churn — immediate intervention required.
7002161729,0.9994603937824666,🔴 Critical,Imminent churn — immediate intervention required.
7001842921,0.9994603937824666,🔴 Critical,Imminent churn — immediate intervention required.
7000674046,0.9994603937824666,🔴 Critical,Imminent churn — immediate intervention required.
7001023977,0.9994603341778219,🔴 Critical,Imminent churn — immediate intervention required.
7001742560,0.9994601553638875,🔴 Critical,Imminent churn — immediate intervention required.
7002125002,0.9994599169453084,🔴 Critical,Imminent churn — immediate intervention required.
7000208538,0.9994590228756368,🔴 Critical,Imminent churn — immediate intervention required.
7002018316,0.9994464936152176,🔴 Critical,Imminent churn — immediate intervention required.
7002352849,0.9994448842898087,🔴 Critical,Imminent churn — immediate intervention required.
7000173289,0.9994443478480057,🔴 Critical,Imminent churn — immediate intervention required.
7000264579,0.9994326843194299,🔴 Critical,Imminent churn — immediate intervention required.
7001969266,0.9994300961494446,🔴 Critical,Imminent churn — immediate intervention required.
7001760634,0.9994137662230778,🔴 Critical,Imminent churn — immediate intervention required.
7001747149,0.9994084000587463,🔴 Critical,Imminent churn — immediate intervention required.
7001777675,0.9994084000587463,🔴 Critical,Imminent churn — immediate intervention required.
7001933507,0.9994084000587463,🔴 Critical,Imminent churn — immediate intervention required.
7001989437,0.9994084000587463,🔴 Critical,Imminent churn — immediate intervention required.
7000947961,0.9994084000587463,🔴 Critical,Imminent churn — immediate intervention required.
7000928056,0.9994084000587463,🔴 Critical,Imminent churn — immediate intervention required.
7002004001,0.9994084000587463,🔴 Critical,Imminent churn — immediate intervention required.
7000606902,0.9994060754776001,🔴 Critical,Imminent churn — immediate intervention required.
7002365529,0.9994033932685852,🔴 Critical,Imminent churn — immediate intervention required.
7000716136,0.9994033932685852,🔴 Critical,Imminent churn — immediate intervention required.
7000908828,0.9994033932685852,🔴 Critical,Imminent churn — immediate intervention required.
7000979535,0.9994011559968234,🔴 Critical,Imminent churn — immediate intervention required.
7001659798,0.9994003552125823,🔴 Critical,Imminent churn — immediate intervention required.
7000838003,0.9993999379800689,🔴 Critical,Imminent churn — immediate intervention required.
7001459562,0.9993922374047199,🔴 Critical,Imminent churn — immediate intervention required.
7001633000,0.9993921557432954,🔴 Critical,Imminent churn — immediate intervention required.
7000711862,0.9993916789061372,🔴 Critical,Imminent churn — immediate intervention required.
7001664213,0.9993906796746979,🔴 Critical,Imminent churn — immediate intervention required.
7000421686,0.99937874938495,🔴 Critical,Imminent churn — immediate intervention required.
7000416408,0.9993744578505261,🔴 Critical,Imminent churn — immediate intervention required.
7001016281,0.9993733253622754,🔴 Critical,Imminent churn — immediate intervention required.
7000751308,0.9993694437913232,🔴 Critical,Imminent churn — immediate intervention required.
7001546276,0.9993685935707438,🔴 Critical,Imminent churn — immediate intervention required.
7001587693,0.9993675234980334,🔴 Critical,Imminent churn — immediate intervention required.
7001508555,0.999363073363374,🔴 Critical,Imminent churn — immediate intervention required.
7000114035,0.9993551821263054,🔴 Critical,Imminent churn — immediate intervention required.
7001203832,0.9993510094659983,🔴 Critical,Imminent churn — immediate intervention required.
7000302925,0.9993486252802073,🔴 Critical,Imminent churn — immediate intervention required.
7001556633,0.9993443546720158,🔴 Critical,Imminent churn — immediate intervention required.
7001226700,0.9993441162534364,🔴 Critical,Imminent churn — immediate intervention required.
7001372429,0.9993440566487917,🔴 Critical,Imminent churn — immediate intervention required.
7001257348,0.9993424473233827,🔴 Critical,Imminent churn — immediate intervention required.
7000310580,0.999340241951526,🔴 Critical,Imminent churn — immediate intervention required.
7000877889,0.9993399233718219,🔴 Critical,Imminent churn — immediate intervention required.
7001333378,0.9993385758543714,🔴 Critical,Imminent churn — immediate intervention required.
7000773643,0.9993302362369283,🔴 Critical,Imminent churn — immediate intervention required.
7000392230,0.9993209884413685,🔴 Critical,Imminent churn — immediate intervention required.
7001648395,0.999318619502806,🔴 Critical,Imminent churn — immediate intervention required.
7001739395,0.9993185002935164,🔴 Critical,Imminent churn — immediate intervention required.
7001615580,0.9993175466192,🔴 Critical,Imminent churn — immediate intervention required.
7000617773,0.9993169013277861,🔴 Critical,Imminent churn — immediate intervention required.
7000547029,0.9993100848341687,🔴 Critical,Imminent churn — immediate intervention required.
7000203756,0.9993039798240608,🔴 Critical,Imminent churn — immediate intervention required.
7000891726,0.999303920219416,🔴 Critical,Imminent churn — immediate intervention required.
7001506576,0.9993038606147713,🔴 Critical,Imminent churn — immediate intervention required.
7001307396,0.9993036221961922,🔴 Critical,Imminent churn — immediate intervention required.
7000973375,0.9993029069404549,🔴 Critical,Imminent churn — immediate intervention required.
7001569478,0.9993023108940071,🔴 Critical,Imminent churn — immediate intervention required.
7001754976,0.9993023108940071,🔴 Critical,Imminent churn — immediate intervention required.
7001483504,0.999302072475428,🔴 Critical,Imminent churn — immediate intervention required.
7001496047,0.999302072475428,🔴 Critical,Imminent churn — immediate intervention required.
7001656325,0.9993020128707832,🔴 Critical,Imminent churn — immediate intervention required.
7001409356,0.9993016552429146,🔴 Critical,Imminent churn — immediate intervention required.
7001271720,0.99930022473144,🔴 Critical,Imminent churn — immediate intervention required.
7001022343,0.9993000459175057,🔴 Critical,Imminent churn — immediate intervention required.
7000954468,0.9993000105686197,🔴 Critical,Imminent churn — immediate intervention required.
7002254147,0.9992977156613784,🔴 Critical,Imminent churn — immediate intervention required.
7002198768,0.9992955628649565,🔴 Critical,Imminent churn — immediate intervention required.
7000682026,0.9992955628649565,🔴 Critical,Imminent churn — immediate intervention required.
7000442453,0.9992832125001678,🔴 Critical,Imminent churn — immediate intervention required.
7000286816,0.9992806852642602,🔴 Critical,Imminent churn — immediate intervention required.
7002240413,0.999270132659822,🔴 Critical,Imminent churn — immediate intervention required.
7001628203,0.9992635689967502,🔴 Critical,Imminent churn — immediate intervention required.
7002399884,0.9992635093921054,🔴 Critical,Imminent churn — immediate intervention required.
7000552167,0.999262093301819,🔴 Critical,Imminent churn — immediate intervention required.
7000580640,0.9992619596713412,🔴 Critical,Imminent churn — immediate intervention required.
7001043549,0.9992617212527621,🔴 Critical,Imminent churn — immediate intervention required.
7002046923,0.9992604099505771,🔴 Critical,Imminent churn — immediate intervention required.
7000662162,0.9992590817317171,🔴 Critical,Imminent churn — immediate intervention required.
7001191689,0.9992562803134126,🔴 Critical,Imminent churn — immediate intervention required.
7001469530,0.9992561611041231,🔴 Critical,Imminent churn — immediate intervention required.
7002268322,0.9992550965337861,🔴 Critical,Imminent churn — immediate intervention required.
7000937887,0.9992532426824069,🔴 Critical,Imminent churn — immediate intervention required.
7001928496,0.9992482003475369,🔴 Critical,Imminent churn — immediate intervention required.
7000657857,0.9992476787710889,🔴 Critical,Imminent churn — immediate intervention required.
7002018275,0.9992435722390591,🔴 Critical,Imminent churn — immediate intervention required.
7002088747,0.9992405324021756,🔴 Critical,Imminent churn — immediate intervention required.
7001327481,0.9992315864315007,🔴 Critical,Imminent churn — immediate intervention required.
7002266626,0.9992315864315007,🔴 Critical,Imminent churn — immediate intervention required.
7000465447,0.9992280101528142,🔴 Critical,Imminent churn — immediate intervention required.
7001335965,0.9992252453145603,🔴 Critical,Imminent churn — immediate intervention required.
7001052377,0.9992237551984409,🔴 Critical,Imminent churn — immediate intervention required.
7001887424,0.9992236359891513,🔴 Critical,Imminent churn — immediate intervention required.
7000653755,0.9992161488285038,🔴 Critical,Imminent churn — immediate intervention required.
7001931578,0.9992133835908859,🔴 Critical,Imminent churn — immediate intervention required.
7001320175,0.9992132047769515,🔴 Critical,Imminent churn — immediate intervention required.
7000612139,0.9992131451723067,🔴 Critical,Imminent churn — immediate intervention required.
7000455635,0.9992128705730412,🔴 Critical,Imminent churn — immediate intervention required.
7000670592,0.9992038702716801,🔴 Critical,Imminent churn — immediate intervention required.
7001937967,0.9992025105818446,🔴 Critical,Imminent churn — immediate intervention required.
7002120512,0.9991988527737123,🔴 Critical,Imminent churn — immediate intervention required.
7001073306,0.9991983866443608,🔴 Critical,Imminent churn — immediate intervention required.
7001971945,0.9991925689496702,🔴 Critical,Imminent churn — immediate intervention required.
7002170021,0.999190780810327,🔴 Critical,Imminent churn — immediate intervention required.
7001575384,0.9991631602992985,🔴 Critical,Imminent churn — immediate intervention required.
7001618220,0.9991602385911227,🔴 Critical,Imminent churn — immediate intervention required.
7001360650,0.999157496777463,🔴 Critical,Imminent churn — immediate intervention required.
7001371277,0.9991569561668487,🔴 Critical,Imminent churn — immediate intervention required.
7000742089,0.9991564742646258,🔴 Critical,Imminent churn — immediate intervention required.
7001830044,0.9991542234900057,🔴 Critical,Imminent churn — immediate intervention required.
7001414844,0.9991162103126917,🔴 Critical,Imminent churn — immediate intervention required.
7001342756,0.9991162103126916,🔴 Critical,Imminent churn — immediate intervention required.
7002026184,0.999116091103402,🔴 Critical,Imminent churn — immediate intervention required.
7001765569,0.9991159718941126,🔴 Critical,Imminent churn — immediate intervention required.
7001653675,0.9991159718941125,🔴 Critical,Imminent churn — immediate intervention required.
7002062811,0.9991141837547692,🔴 Critical,Imminent churn — immediate intervention required.
7001839617,0.9991141241501246,🔴 Critical,Imminent churn — immediate intervention required.
7001440479,0.9991129916618737,🔴 Critical,Imminent churn — immediate intervention required.
7001625817,0.9991128724525842,🔴 Critical,Imminent churn — immediate intervention required.
7001349356,0.9990998067503621,🔴 Critical,Imminent churn — immediate intervention required.
7000144604,0.9990984954481771,🔴 Critical,Imminent churn — immediate intervention required.
7001725863,0.9990977854649891,🔴 Critical,Imminent churn — immediate intervention required.
7001582177,0.999097184145992,🔴 Critical,Imminent churn — immediate intervention required.
7000211048,0.9990941443091085,🔴 Critical,Imminent churn — immediate intervention required.
7002158082,0.9990933646839555,🔴 Critical,Imminent churn — immediate intervention required.
7001771585,0.9990924626748636,🔴 Critical,Imminent churn — immediate intervention required.
7000669368,0.9990924626748636,🔴 Critical,Imminent churn — immediate intervention required.
7001560316,0.9990883471214753,🔴 Critical,Imminent churn — immediate intervention required.
7002297272,0.9990880490982514,🔴 Critical,Imminent churn — immediate intervention required.
7001433247,0.999087620713256,🔴 Critical,Imminent churn — immediate intervention required.
7001518740,0.9990841509622863,🔴 Critical,Imminent churn — immediate intervention required.
7001574995,0.9990729238431513,🔴 Critical,Imminent churn — immediate intervention required.
7000724841,0.9990702040589026,🔴 Critical,Imminent churn — immediate intervention required.
7001222143,0.9990624284496281,🔴 Critical,Imminent churn — immediate intervention required.
7000170496,0.9990624284496281,🔴 Critical,Imminent churn — immediate intervention required.
7001817431,0.9990624284496281,🔴 Critical,Imminent churn — immediate intervention required.
7000007575,0.999055037473676,🔴 Critical,Imminent churn — immediate intervention required.
7001583716,0.9990513103294508,🔴 Critical,Imminent churn — immediate intervention required.
7000189838,0.9990494625854627,🔴 Critical,Imminent churn — immediate intervention required.
7002074629,0.9990481680592,🔴 Critical,Imminent churn — immediate intervention required.
7001594727,0.9990480528563499,🔴 Critical,Imminent churn — immediate intervention required.
7001901954,0.9990448169935597,🔴 Critical,Imminent churn — immediate intervention required.
7000621478,0.9990438765247762,🔴 Critical,Imminent churn — immediate intervention required.
7001826116,0.9990438765247762,🔴 Critical,Imminent churn — immediate intervention required.
7000732731,0.9990273537531571,🔴 Critical,Imminent churn — immediate intervention required.
7001393619,0.9990113520709804,🔴 Critical,Imminent churn — immediate intervention required.
7002050748,0.9990081784708421,🔴 Critical,Imminent churn — immediate intervention required.
7000433509,0.9990008655317459,🔴 Critical,Imminent churn — immediate intervention required.
